price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,yr_built,city,month_sold,house_age,renovation_age,price_per_sqft,basement_category,renovation_status,basement_status
373000.0,5.0,2.5,3001,5710,2.0,0,0,3,3001,2006,Kent,5,8,8,124.2919026991003,0-500,Never_Renovated,No_Basement
525000.0,5.0,3.0,2450,4591,2.0,0,0,3,2450,1994,Seattle,5,20,20,214.28571428571428,0-500,Never_Renovated,No_Basement
550000.0,4.0,2.0,2250,7500,1.0,0,0,5,1200,1956,Bellevue,5,58,58,244.44444444444446,1000-1500,Never_Renovated,Has_Basement
523000.0,3.0,1.5,1240,7735,1.0,0,0,4,1240,1957,Bellevue,5,57,13,421.7741935483871,0-500,Renovated,No_Basement
628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,1958,Seattle,5,56,10,277.87610619469024,500-1000,Renovated,Has_Basement
581000.0,4.0,1.75,2090,8164,1.0,0,0,4,1070,1963,Redmond,5,51,51,277.99043062200957,1000-1500,Never_Renovated,Has_Basement
245000.0,5.0,1.75,2020,7902,1.0,0,0,3,1220,1962,Seattle,5,52,11,121.2871287128713,500-1000,Renovated,Has_Basement
415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,1911,Seattle,5,103,30,211.73469387755102,500-1000,Renovated,Has_Basement
225000.0,3.0,1.5,1250,7500,1.0,0,0,3,1250,1967,Kent,5,47,3,180.0,0-500,Renovated,No_Basement
287000.0,3.0,2.25,1490,9600,1.0,0,0,4,1170,1987,Duvall,5,27,27,192.61744966442953,0-500,Never_Renovated,Has_Basement
799200.0,6.0,3.0,2890,2370,2.5,0,0,3,2290,1906,Seattle,5,108,0,276.53979238754323,500-1000,Renovated,Has_Basement
591000.0,3.0,1.75,1680,2400,1.0,0,0,5,870,1922,Seattle,5,92,58,351.7857142857143,500-1000,Renovated,Has_Basement
700000.0,3.0,2.5,2030,8398,2.0,0,0,4,2030,1975,Bellevue,5,39,39,344.82758620689657,0-500,Never_Renovated,No_Basement
475000.0,4.0,2.5,3740,8700,1.0,0,0,3,2260,2004,Renton,5,10,11,127.00534759358288,1000-1500,Renovated,Has_Basement
575000.0,3.0,1.75,1580,11750,1.0,0,0,4,1180,1951,Seattle,5,63,15,363.9240506329114,0-500,Renovated,Has_Basement
771000.0,3.0,2.25,1780,6120,1.5,0,0,4,1390,1927,Seattle,5,87,87,433.14606741573033,0-500,Never_Renovated,Has_Basement
155000.0,2.0,1.0,910,6232,1.0,0,0,3,910,1943,Seattle,5,71,12,170.32967032967034,0-500,Renovated,No_Basement
550000.0,7.0,4.0,3440,8100,2.0,0,0,3,3440,1970,Seattle,5,44,0,159.88372093023256,0-500,Renovated,No_Basement
645000.0,3.0,2.5,1740,13750,2.0,0,0,4,1740,1975,Bellevue,5,39,39,370.6896551724138,0-500,Never_Renovated,No_Basement
464000.0,5.0,2.5,3400,8970,1.0,0,0,4,1700,1959,Shoreline,5,55,55,136.47058823529412,1500-2000,Never_Renovated,Has_Basement
350000.0,3.0,2.5,2010,14298,2.0,0,0,3,2010,1977,Vashon,5,37,10,174.12935323383084,0-500,Renovated,No_Basement
717000.0,3.0,1.5,1310,3880,1.0,0,0,3,1090,1956,Seattle,5,58,13,547.3282442748092,0-500,Renovated,Has_Basement
225000.0,4.0,1.5,1950,12559,1.5,0,0,3,1950,1939,SeaTac,5,75,45,115.38461538461539,0-500,Renovated,No_Basement
225000.0,3.0,1.0,1040,6535,1.0,0,0,3,1040,1947,Seattle,5,67,2,216.34615384615384,0-500,Renovated,No_Basement
345000.0,3.0,1.75,1090,7200,1.0,0,0,3,1090,1968,Kirkland,5,46,17,316.51376146788994,0-500,Renovated,No_Basement
230000.0,2.0,0.75,650,5360,1.0,0,0,4,650,1931,Seattle,5,83,83,353.84615384615387,0-500,Never_Renovated,No_Basement
385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,1943,Seattle,5,71,12,260.13513513513516,500-1000,Renovated,Has_Basement
90000.0,2.0,1.0,790,2640,1.0,0,0,3,790,1973,Kirkland,5,41,1,113.92405063291139,0-500,Renovated,No_Basement
860000.0,4.0,2.5,3560,11119,1.0,0,2,3,2290,1986,Bellevue,5,28,28,241.57303370786516,1000-1500,Never_Renovated,Has_Basement
675000.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,2006,Newcastle,5,8,8,225.0,0-500,Never_Renovated,No_Basement
975000.0,4.0,2.5,3490,7494,2.0,0,3,3,3490,2000,Bellevue,5,14,14,279.36962750716333,0-500,Never_Renovated,No_Basement
780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,1967,Mercer Island,5,47,47,333.3333333333333,0-500,Never_Renovated,No_Basement
370000.0,3.0,1.75,1650,8254,1.0,0,0,5,1060,1951,Shoreline,5,63,63,224.24242424242425,500-1000,Never_Renovated,Has_Basement
665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,1944,Seattle,5,70,70,342.78350515463916,500-1000,Never_Renovated,Has_Basement
675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1870,1968,Redmond,5,46,46,197.94721407624633,1500-2000,Never_Renovated,Has_Basement
620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,1909,Seattle,5,105,10,362.5730994152047,0-500,Renovated,No_Basement
1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,1905,Seattle,5,109,109,403.2846715328467,500-1000,Never_Renovated,Has_Basement
450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,2010,Seattle,5,4,4,360.0,0-500,Never_Renovated,Has_Basement
530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,1958,Bellevue,5,56,42,313.6094674556213,0-500,Renovated,No_Basement
635000.0,4.0,1.75,1950,13320,1.0,0,0,4,1370,1969,Bellevue,5,45,45,325.64102564102564,500-1000,Never_Renovated,Has_Basement
580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1190,1964,Bellevue,5,50,14,253.27510917030568,1000-1500,Renovated,Has_Basement
285000.0,3.0,1.0,1090,8640,1.0,0,0,4,1090,1973,Burien,5,41,41,261.4678899082569,0-500,Never_Renovated,No_Basement
375000.0,3.0,1.0,1190,9486,1.0,0,0,4,1190,1953,Normandy Park,5,61,31,315.12605042016804,0-500,Renovated,No_Basement
1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,3530,2001,Mercer Island,5,13,13,396.60056657223794,0-500,Never_Renovated,No_Basement
560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,1910,Seattle,5,104,8,388.8888888888889,0-500,Renovated,No_Basement
405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,1956,Lake Forest Park,5,58,13,185.77981651376146,1000-1500,Renovated,Has_Basement
413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,1925,Seattle,5,89,12,292.9078014184397,500-1000,Renovated,Has_Basement
287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,1990,Auburn,5,24,5,147.48717948717947,0-500,Renovated,No_Basement
225000.0,3.0,1.0,1660,7210,1.0,0,0,3,1100,1963,Auburn,5,51,6,135.5421686746988,500-1000,Renovated,Has_Basement
319000.0,3.0,1.0,1390,12823,1.0,0,0,4,1390,1968,Woodinville,5,46,46,229.49640287769785,0-500,Never_Renovated,No_Basement
322500.0,3.0,2.0,1350,14200,1.0,0,0,3,1350,1989,Duvall,5,25,25,238.88888888888889,0-500,Never_Renovated,No_Basement
570000.0,3.0,2.0,1530,5401,1.0,0,0,4,1530,1937,Seattle,5,77,77,372.54901960784315,0-500,Never_Renovated,No_Basement
465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,1950,Seattle,5,64,9,366.1417322834646,0-500,Renovated,No_Basement
435000.0,4.0,2.25,2140,6355,2.0,0,0,3,2140,2002,Snoqualmie,5,12,12,203.2710280373832,0-500,Never_Renovated,No_Basement
502000.0,4.0,2.5,2040,5616,2.0,0,0,3,2040,2012,Kenmore,5,2,102,246.07843137254903,0-500,Renovated,No_Basement
525000.0,3.0,3.5,2876,5086,2.0,0,0,3,2360,2007,Woodinville,5,7,7,182.5452016689847,500-1000,Never_Renovated,Has_Basement
525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,2008,Seattle,5,6,6,332.27848101265823,500-1000,Never_Renovated,Has_Basement
660000.0,4.0,3.5,3400,5196,2.0,0,0,3,3400,2012,Snoqualmie,5,2,102,194.11764705882354,0-500,Renovated,No_Basement
870000.0,4.0,2.5,3520,6773,2.5,0,0,3,2650,2006,Seattle,5,8,8,247.1590909090909,500-1000,Never_Renovated,Has_Basement
650000.0,4.0,2.5,2210,4861,2.0,0,0,3,2210,2013,Seattle,5,1,91,294.11764705882354,0-500,Renovated,No_Basement
505000.0,4.0,2.5,2790,5602,2.0,0,0,3,2790,2009,Renton,5,5,5,181.00358422939067,0-500,Never_Renovated,No_Basement
330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,2007,Seattle,5,7,7,227.58620689655172,500-1000,Never_Renovated,Has_Basement
385000.0,4.0,1.75,1620,4980,1.0,0,0,4,860,1947,Seattle,5,67,26,237.65432098765433,500-1000,Renovated,Has_Basement
306000.0,3.0,1.5,1220,1086,3.0,0,0,3,1220,2007,Seattle,5,7,7,250.81967213114754,0-500,Never_Renovated,No_Basement
546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,1921,Seattle,5,93,93,273.0,500-1000,Never_Renovated,Has_Basement
925000.0,4.0,2.5,2190,7350,2.5,0,0,5,2190,1958,Mercer Island,5,56,56,422.3744292237443,0-500,Never_Renovated,No_Basement
542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,1955,Bellevue,5,59,5,285.2631578947368,500-1000,Renovated,Has_Basement
800000.0,3.0,1.0,1700,4400,1.5,0,0,4,1700,1906,Seattle,5,108,24,470.5882352941176,0-500,Renovated,No_Basement
620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,1929,Seattle,5,85,85,244.09448818897638,500-1000,Never_Renovated,Has_Basement
175000.0,2.0,1.0,1170,8925,1.0,0,2,3,1170,1911,Des Moines,5,103,35,149.57264957264957,0-500,Renovated,No_Basement
345000.0,3.0,2.25,2120,15003,2.0,0,0,3,2120,1984,Renton,5,30,30,162.73584905660377,0-500,Never_Renovated,No_Basement
510000.0,3.0,1.75,2170,26460,1.0,0,0,3,1450,1986,Sammamish,5,28,28,235.02304147465438,500-1000,Never_Renovated,Has_Basement
530000.0,4.0,2.75,2450,15002,1.0,0,0,5,2450,1974,Normandy Park,5,40,40,216.3265306122449,0-500,Never_Renovated,No_Basement
155000.0,2.0,1.0,700,5200,1.0,0,0,5,700,1952,Renton,5,62,16,221.42857142857142,0-500,Renovated,No_Basement
266000.0,3.0,2.5,1780,7214,1.0,0,0,4,1400,1986,Kent,5,28,28,149.43820224719101,0-500,Never_Renovated,Has_Basement
257200.0,3.0,2.0,1850,8250,1.0,0,0,4,1150,1952,Auburn,5,62,62,139.02702702702703,500-1000,Never_Renovated,Has_Basement
265000.0,3.0,2.0,1570,5706,1.0,0,0,3,1570,1998,Auburn,5,16,8,168.78980891719746,0-500,Renovated,No_Basement
372220.0,3.0,1.0,1290,5500,1.0,0,0,3,980,1951,Seattle,5,63,20,288.5426356589147,0-500,Renovated,Has_Basement
337500.0,5.0,2.0,1700,7314,1.0,0,0,3,1000,1956,Seattle,5,58,13,198.52941176470588,500-1000,Renovated,Has_Basement
582500.0,2.0,1.5,1159,4800,1.0,0,0,3,1159,1948,Seattle,5,66,20,502.58843830888696,0-500,Renovated,No_Basement
489200.0,3.0,2.75,1850,9600,1.5,0,0,5,1850,1965,Kirkland,5,49,49,264.43243243243245,0-500,Never_Renovated,No_Basement
405100.0,2.0,1.0,840,3522,1.0,0,0,3,840,1947,Seattle,5,67,2,482.26190476190476,0-500,Renovated,No_Basement
372977.0,3.0,2.5,1690,1618,2.0,0,0,3,1150,2014,Issaquah,5,0,0,220.69644970414203,500-1000,Never_Renovated,Has_Basement
310000.0,3.0,1.0,1050,9876,1.0,0,0,3,1050,1953,Kenmore,5,61,61,295.23809523809524,0-500,Never_Renovated,No_Basement
538000.0,3.0,1.75,1400,3825,1.5,0,0,4,1100,1904,Seattle,5,110,110,384.2857142857143,0-500,Never_Renovated,Has_Basement
1400000.0,3.0,2.5,2550,7200,2.0,0,2,3,2550,1981,Seattle,5,33,1,549.0196078431372,0-500,Renovated,No_Basement
317000.0,3.0,2.5,1840,5011,2.0,0,0,3,1840,2012,Maple Valley,5,2,102,172.2826086956522,0-500,Renovated,No_Basement
702500.0,3.0,1.5,2360,6750,2.0,0,0,5,1930,1926,Seattle,5,88,88,297.6694915254237,0-500,Never_Renovated,Has_Basement
565000.0,4.0,2.5,2240,14667,2.0,0,0,4,2240,1989,Newcastle,5,25,25,252.23214285714286,0-500,Never_Renovated,No_Basement
723000.0,4.0,2.5,2700,4004,2.0,0,0,3,2700,2004,Issaquah,5,10,11,267.77777777777777,0-500,Renovated,No_Basement
682000.0,3.0,1.75,1830,5120,1.5,0,2,5,1830,1903,Seattle,5,111,111,372.6775956284153,0-500,Never_Renovated,No_Basement
325000.0,3.0,2.5,2220,6049,2.0,0,0,4,2220,1990,Kent,5,24,24,146.3963963963964,0-500,Never_Renovated,No_Basement
543000.0,3.0,2.5,2090,7640,1.0,0,0,3,1360,1962,Shoreline,5,52,0,259.8086124401914,500-1000,Renovated,Has_Basement
525000.0,3.0,1.75,1600,6120,1.5,0,0,3,1600,1924,Seattle,5,90,3,328.125,0-500,Renovated,No_Basement
364000.0,4.0,1.75,2010,8625,1.0,0,0,4,1340,1957,Shoreline,5,57,13,181.09452736318408,500-1000,Renovated,Has_Basement
394475.0,2.0,1.0,830,4000,1.0,0,0,3,830,1955,Seattle,5,59,9,475.2710843373494,0-500,Renovated,No_Basement
316000.0,4.0,2.5,2010,7226,2.0,0,0,3,2010,1995,Auburn,5,19,19,157.2139303482587,0-500,Never_Renovated,No_Basement
339950.0,3.0,1.0,1050,5402,1.5,0,0,4,1050,1906,Seattle,5,108,24,323.76190476190476,0-500,Renovated,No_Basement
160000.0,3.0,1.0,860,11900,1.0,0,0,4,860,1963,Kent,5,51,51,186.04651162790697,0-500,Never_Renovated,No_Basement
930000.0,3.0,2.5,3100,20553,1.0,0,0,3,3100,1954,Shoreline,5,60,9,300.0,0-500,Renovated,No_Basement
139000.0,3.0,1.0,1100,17334,1.0,0,0,3,1100,1978,Auburn,5,36,36,126.36363636363636,0-500,Never_Renovated,No_Basement
562000.0,3.0,1.5,1830,8000,1.0,0,0,4,1830,1957,Bellevue,5,57,13,307.10382513661204,0-500,Renovated,No_Basement
511000.0,3.0,2.5,1820,4883,2.0,0,0,3,1820,2005,Kenmore,5,9,9,280.7692307692308,0-500,Never_Renovated,No_Basement
356000.0,3.0,3.5,2100,12384,2.0,0,0,3,2100,1980,Tukwila,5,34,34,169.52380952380952,0-500,Never_Renovated,No_Basement
470000.0,4.0,2.5,2310,14023,2.0,0,0,3,2310,1991,Duvall,5,23,23,203.46320346320346,0-500,Never_Renovated,No_Basement
715000.0,4.0,2.25,2060,5649,1.0,0,0,5,1360,1941,Seattle,5,73,73,347.0873786407767,500-1000,Never_Renovated,Has_Basement
458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,1940,Seattle,5,74,13,275.90361445783134,500-1000,Renovated,Has_Basement
966000.0,5.0,4.5,3810,8019,2.0,0,0,3,3810,2008,Sammamish,5,6,6,253.54330708661416,0-500,Never_Renovated,No_Basement
305495.0,3.0,1.75,2110,10200,2.0,0,0,4,2110,1966,Renton,5,48,48,144.78436018957345,0-500,Never_Renovated,No_Basement
